X31,X32,X33,Total Y
41.5855475,-0.183913377,66.6862964,108.641255
41.56225274,-0.331859424,66.78242677,108.474082
41.50077583,-0.667041782,66.75146369,108.3168995
41.43288401,-0.554992777,66.66034698,108.1838685
41.39030105,-0.650921437,66.72529574,108.0455156
41.33816945,-0.731735997,66.66700999,107.9288071
41.29852142,-0.816231374,66.67686028,107.8229748
41.24371691,-0.919153657,66.57513542,107.7232449
41.19220925,-0.971587008,66.44150278,107.6300373
41.16742771,-1.002778986,66.65723356,107.5480006
41.12862186,-1.075603762,66.4401778,107.4676614
41.09887909,-1.089567188,66.51509315,107.3924688
41.06961593,-1.092602247,66.45024246,107.3150551
40.99983775,-1.186852424,66.19691442,107.2371378
40.98804057,-1.21832857,66.4026034,107.1678838
40.95457078,-1.279755464,66.1482931,107.0980574
40.90203734,-1.300835856,66.11428327,107.0299063
40.87075914,-1.338025254,65.97093461,106.9637882
40.82470258,-1.347940147,65.95146758,106.9019983
40.78993157,-1.403604276,65.8179437,106.8439417
40.75225987,-1.431610517,65.96929601,106.7877934
40.70521885,-1.482273332,65.71716653,106.7333282
40.66603616,-1.533631682,65.73904627,106.6778948
40.63119146,-1.600553119,65.6894444,106.633381
40.59485115,-1.630943318,65.52352208,106.5855188
40.58307376,-1.640150779,65.58992669,106.53825
40.56480209,-1.672939883,65.49386896,106.4927016
40.53453896,-1.706663163,65.45053095,106.4426046
40.50629367,-1.690381933,65.53351622,106.394261
40.47397012,-1.74318482,65.33775049,106.3418137
40.4324931,-1.760738537,65.33813786,106.2952967
40.41956225,-1.756963302,65.37703992,106.2517491
40.39802621,-1.809413855,65.29264098,106.2064397
40.35272442,-1.838765318,65.29272757,106.1631783
40.3423173,-1.872780355,65.18633701,106.1233918
40.31833677,-1.918944333,65.22590603,106.0864683
40.29022493,-1.930293967,65.1706294,106.0461771
40.28669655,-1.969416571,65.10250836,106.0109191
40.25706468,-1.986471552,65.02381254,105.9724817
40.25126981,-2.00030883,65.25756726,105.9379095
40.2346467,-2.022543551,65.07437776,105.9037071
40.2133997,-2.070168711,65.08331087,105.8629129
40.17028618,-2.076744225,65.00158572,105.8249915
40.17249525,-2.09145763,65.03009933,105.7914065
40.15065428,-2.106585121,64.92457295,105.7527711
40.13199722,-2.157104526,64.85061586,105.7200849
40.10342607,-2.100363493,64.86462851,105.684371
40.11087787,-2.106193964,64.92091168,105.65026
40.08738959,-2.129708586,64.86825296,105.6158515
40.06938915,-2.190174608,64.82193398,105.5836629
40.02670825,-2.172090758,64.83583589,105.5529729
40.02329608,-2.169556612,64.8398683,105.5250317
40.00895173,-2.183673441,64.85610481,105.4960573
40.01146241,-2.176759534,64.88655677,105.4673463
39.98933881,-2.231616101,64.66477961,105.4371023
39.95668082,-2.238637525,64.65719185,105.4097772
39.94662429,-2.255964456,64.6178954,105.3811398
39.9259407,-2.289837372,64.60077122,105.3484546
39.89392159,-2.329973411,64.58865108,105.3178923
