X1,X2,X3,X21,X22,X23,X31,X32,X33,X41,X42,X43,X51,X52,X53,X61,X62,X63,X71,X72,X73,X81,X82,X83,X91,X92,X93,X10,Y10,Z10,X111,X112,X113,X121,X122,X123,X131,X132,X133,X141,X142,X143,X151,X152,X153,Total Y
34.95035997,-3.383886153,64.5013058,34.85889477,-3.394578992,63.8464752,35.00459574,-3.393080289,64.14411092,35.05118092,-3.421595708,63.95144526,34.49523146,-3.496963127,63.49438877,34.99729661,-3.590044832,64.49127753,34.53235124,-3.53351024,63.58103113,35.11292607,-3.349114601,65.4687456,34.5757083,-3.528069351,63.63361558,34.5746476,-3.465343384,63.7137775,35.06850717,-3.643804281,64.11700517,34.20645344,-3.591048371,63.08500018,35.04390186,-3.448806405,64.3563157,34.47550191,-3.494355288,63.23677,34.75346302,-3.465973216,64.15917677,94.638875
35.03352969,-3.439210421,65.00591223,34.88905576,-3.445297898,63.76659648,35.04034101,-3.413555109,64.28952797,35.12373287,-3.464620915,64.64422908,34.61495106,-3.650430082,63.55304408,35.06421446,-3.642014085,64.76574871,34.58813277,-3.685208046,63.63244783,35.50167644,-3.426956202,65.9950728,34.66279868,-3.695138367,63.57652443,34.65246308,-3.468481733,63.60724432,35.11438844,-3.659004346,64.63631701,34.19457246,-3.58722933,63.04840323,35.05770532,-3.440707933,64.36700957,34.47827109,-3.527620562,63.47856176,34.74686122,-3.501043483,64.19782896,94.22325
34.96423131,-3.408634593,64.58548868,34.84574214,-3.436042759,64.01969217,34.9972478,-3.40170075,64.1512105,35.0741409,-3.467307387,64.28660874,34.50361634,-3.515094658,63.33755123,35.00075445,-3.627237873,64.29032531,34.50715096,-3.695931189,63.53953226,35.28334535,-3.484145201,65.685406,34.55782177,-3.523051026,63.50110487,34.64440726,-3.480698004,63.43662164,35.07987426,-3.669686901,64.40661821,34.18855955,-3.607058346,63.17823908,35.03906654,-3.607415997,64.15530472,34.46033204,-3.641785398,63.47059705,34.71367038,-3.453591078,64.04537648,94.226
35.00445386,-3.439089354,64.64359683,34.86211667,-3.445945417,63.95067882,35.02197805,-3.412570302,64.02364899,35.08167897,-3.485364737,64.24554067,34.5854403,-3.659192322,63.37384734,35.02173934,-3.642338602,64.46038871,34.50441539,-3.664270544,63.507535,35.32870909,-3.424953564,65.76333017,34.66328434,-3.569694469,63.51722147,34.64046365,-3.620120374,63.66667981,35.08930258,-3.676240008,64.56671922,34.18517632,-3.587866436,62.91227664,34.9761989,-3.446193924,64.14084598,34.38767509,-3.527361763,63.42410642,34.75078359,-3.499944338,64.14046436,94.63745833
34.95950717,-4.11517149,64.72983864,34.84259209,-4.096791017,63.80664865,35.00180839,-4.052754214,64.0595345,35.04944708,-4.102118201,64.27966288,34.48752355,-4.275427004,63.24822654,34.99046227,-4.235178002,64.16371593,34.503178,-4.197229672,63.45578598,35.27032579,-4.184831045,65.492854,34.62834425,-4.190663114,63.41455834,34.54669541,-4.093894621,63.40696383,35.06227637,-4.261140172,64.31827789,34.18413187,-4.265219721,62.95376526,35.03522535,-4.092677886,64.10894944,34.45348905,-4.185419971,63.30089912,34.71616724,-4.150089924,63.95639173,94.63933333
34.20253822,-3.354258312,62.44288136,34.11351689,-3.172477282,61.8492602,34.24479665,-3.429488099,62.08372457,34.30453158,-3.505790207,62.02940033,33.76866698,-3.527843964,61.47508015,34.24973273,-3.654405462,62.00352671,33.82385472,-3.549108528,61.57493135,34.37595219,-3.492937096,63.50222548,33.89403595,-3.54287363,61.63184173,33.90191976,-3.477865973,61.61224096,34.31620607,-3.662689207,62.19610768,33.45823854,-3.61298495,61.17937083,34.29264034,-3.449822536,62.31768285,33.74291754,-3.532224563,61.49111122,34.00376281,-3.453269464,62.16802248,92.55504167
34.99450199,-3.326815181,64.347744,34.99635184,-3.452129514,64.14738898,34.97297042,-3.418268256,64.00108632,35.02934636,-3.465742963,64.11156214,34.56421394,-3.682409031,63.34061191,34.96771719,-3.654370049,64.37584745,34.57884859,-3.580066554,63.52114146,35.15110218,-3.419226936,65.09112294,34.64978584,-3.563720554,63.58971235,34.6278559,-3.500915958,63.54527227,35.05475041,-3.645323658,64.00128446,34.16953234,-3.607354832,62.97227146,35.03043048,-3.451531581,64.22298257,34.45377988,-3.657933122,63.39940846,34.7480899,-3.465868938,64.1374021,94.63991667
35.04812218,-3.638487022,64.6004095,34.84691726,-3.643870167,63.97716906,34.99825725,-3.617679786,64.01067888,35.0729442,-3.672083868,64.35637483,34.48321918,-3.7302621,63.30708827,34.98773754,-3.825711494,64.43176052,34.55846297,-3.886766746,63.52445801,35.35056079,-3.620903285,65.8219786,34.63518695,-3.736779562,63.84527333,34.62240986,-3.690549398,63.54175071,35.08614408,-3.825748308,64.52202003,34.17410888,-3.824898488,62.9124074,35.04315342,-3.609527397,64.27001835,34.36821076,-3.720698697,63.53068538,34.74166928,-3.651970274,64.13241371,94.639625
34.76329147,-3.479096014,64.02701576,34.64810624,-3.486399512,63.5711435,34.79904207,-3.4527307,63.70146314,34.85272597,-3.50719043,63.73023214,34.36923294,-3.556403454,62.8943182,34.7924462,-3.656475653,63.85292754,34.29359173,-3.552056977,63.06504926,35.06882408,-3.457566707,64.88683425,34.45219647,-3.572853375,63.41717042,34.42572815,-3.639921686,63.06501408,34.88244886,-3.6851896,64.02364007,33.96465766,-3.623928941,62.48138736,34.86106071,-3.613325546,63.71424943,34.25925962,-3.516064378,62.95545594,34.55167349,-3.490381054,63.68104498,94.222
34.91762453,-3.314815435,64.57371455,34.8088974,-3.429663021,63.53235131,34.94963497,-3.418008126,63.95315881,35.01357183,-3.446121306,64.09531766,34.54265733,-3.552548159,63.31277816,34.97250078,-3.632550621,64.34523287,34.56404804,-3.697974964,63.56748486,35.23661498,-3.388213006,65.69515793,34.62710593,-3.56239356,63.20553053,34.53336931,-3.508157688,63.52238476,35.03937781,-3.706274535,64.08076309,34.1540893,-3.632329721,62.96584101,34.93603697,-3.480504037,64.12549823,34.45544851,-3.537654065,63.24431742,34.71751975,-3.500286625,64.14878043,94.221
