X61,X62,X63,Total Y
43.52449702,-15.46909731,48.64953583,99.71
43.50651301,-15.56578859,48.55756184,99.7
43.46906651,-15.59975149,48.55756184,99.69
43.45893408,-15.58684665,48.55756184,99.67
43.46912534,-15.67482695,48.60268569,99.68
43.45884395,-15.52881292,49.04021947,99.67
43.53466591,-15.42705121,48.90934402,99.72
43.53854504,-15.41499208,49.42563983,99.75
43.54316607,-15.48747986,49.33965012,99.73
43.53617224,-15.50906433,49.04021947,99.73
43.51799297,-15.49663445,48.64953583,99.71
43.50315125,-15.53358844,49.04021947,99.71
43.51280536,-15.5108563,48.64953583,99.71
43.5047553,-15.46937271,48.62671786,99.71
43.51819148,-15.65577708,48.26508298,99.71
43.47115572,-15.52327975,49.04021947,99.67
43.51959825,-15.45540764,48.62671786,99.71
43.52271669,-15.51647437,49.04024176,99.71
43.53955608,-15.57606519,48.56773593,99.71
43.4694022,-15.7392066,48.23748971,99.67
43.42011171,-15.77524769,48.23752211,99.62
43.41363882,-15.85864115,48.32366872,99.6
43.41179384,-15.90623712,48.39352995,99.57
43.40788655,-15.88818122,47.92742021,99.56
43.41572502,-15.79004903,48.69549592,99.56
43.44758615,-15.71532672,48.23748971,99.59
43.43821727,-15.73681816,48.23748971,99.6
43.41926153,-15.75402674,48.23297359,99.58
43.41655268,-15.78602957,48.69549592,99.58
43.45445978,-15.70533541,48.23752211,99.58
43.44458601,-15.72558334,48.67522843,99.59
43.43091511,-15.77373233,48.69552286,99.57
43.47397885,-15.71248849,48.23297359,99.57
43.40580627,-15.75551204,48.23748971,99.56
43.37433598,-15.89961451,48.3935569,99.54
43.4116442,-15.91990673,47.5516525,99.52
43.34804066,-16.06385019,48.13502364,99.48
43.34093548,-16.1563797,49.07284422,99.45
43.3441655,-16.10353313,48.58627173,99.42
43.33904218,-16.15906473,48.58627173,99.42
43.32003008,-16.30134393,48.34120428,99.4
43.29959556,-16.27531456,48.28631445,99.36
43.26808626,-16.26847181,48.28631445,99.34
43.24456822,-16.46951127,48.52148451,99.33
43.25103663,-16.43506821,48.0209917,99.28
43.21871719,-16.39211973,49.30116865,99.28
43.2555287,-16.57623075,48.89220067,99.29
43.22075949,-16.58640998,48.90318943,99.25
43.22363243,-16.64677668,49.41199707,99.24
43.22162288,-16.71381508,49.23551286,99.21
43.1861323,-16.7642529,49.98524856,99.17
43.17653912,-16.8054417,49.89435689,99.16
43.18784641,-17.03668206,49.81297648,99.14
43.13385959,-16.95518145,49.82520191,99.07
43.16692678,-16.83635593,49.89435689,99.08
43.17886768,-16.90966638,49.10737599,99.1
43.15231043,-16.78927631,49.89435689,99.09
43.18923478,-16.78090055,49.89435689,99.11
43.19558089,-16.84336044,49.80454726,99.12
43.15216741,-17.00629336,49.80428115,99.09
43.12728525,-17.0053438,49.81297648,99.03
43.14635906,-16.97174194,49.77384618,99.04
43.1178729,-16.98366947,49.80428115,99.02
43.1199417,-16.08962802,48.55834053,99
43.41391477,-16.05501423,48.08166085,99.47
43.36432007,-16.10857541,48.58627173,99.47
43.34671902,-16.03807513,48.54795748,99.37
43.34459235,-16.07396982,48.13502364,99.43
43.34573252,-16.12587266,48.58627173,99.4
43.33348124,-16.02873411,48.08166085,99.32
43.33863969,-16.05490302,48.13502364,99.38
43.33738446,-16.01098803,48.08166085,99.36
43.30637451,-16.15953921,48.58627173,99.3
43.32359205,-16.2410061,48.28631445,99.33
43.255474,-16.12629797,48.29261885,99.23
43.30009122,-16.16237866,48.29261885,99.29
43.26451717,-16.1092347,48.58627173,99.25
43.28486366,-16.20489338,48.29261885,99.28
43.25828401,-16.17771279,48.29261885,99.19
43.2686118,-16.17897011,48.29261885,99.24
43.26133578,-16.21642252,47.86520161,99.23
43.22017598,-16.26257562,48.34120428,99.21
43.23436163,-16.17543967,48.29261885,99.22
43.21536141,-16.19850206,48.80415276,99.22
43.28306563,-16.10833638,48.58632119,99.23
43.23141746,-16.07560236,48.10959205,99.22
43.26165923,-16.14347159,48.29261885,99.2
43.22707419,-16.14929595,48.58627173,99.2
43.27420841,-16.13258605,48.58627173,99.19
43.23215516,-16.12080721,48.58627173,99.16
43.26940417,-16.1488017,48.29261885,99.2
43.22339082,-16.2071069,47.80207131,99.17
43.20375696,-16.24600823,48.86028732,99.11
43.24647091,-16.22513337,47.86520161,99.16
43.19699659,-16.23920028,47.86520161,99.13
43.18968451,-16.08313476,48.10959205,99.06
43.21437636,-16.19350313,47.80207131,99.14
43.19686579,-16.06846028,48.10959205,99.12
43.24271828,-16.05090594,48.10959205,99.15
43.25750238,-16.02651433,48.13502364,99.15
43.25652502,-16.06346446,48.10959205,99.15
43.22728175,-16.18905633,48.80415276,99.13
43.21946406,-16.13038391,48.29261885,99.11
43.20932777,-16.19846975,47.86520161,99.1
43.17913428,-16.17095456,48.29261885,99.08
43.20773591,-16.05956358,48.10959205,99.09
43.2427703,-16.05658393,48.10959205,99.11
43.23488949,-15.98257015,47.60694686,99.1
43.23011054,-16.03097322,48.10959205,99.11
43.23218268,-16.07479734,48.10959205,99.08
43.20154901,-16.10343489,48.10959205,99.07
43.2123045,-16.05971683,48.10959205,99.07
43.19886361,-16.12276483,48.29261885,99.06
43.19746979,-16.12991554,48.29261885,99.05
43.17023647,-16.19655494,47.86517467,99.03
43.17128463,-16.06709052,48.10959205,99
43.18202158,-16.13830512,48.29261885,98.96
43.19456498,-16.09895189,48.58627173,99.01
43.20831121,-16.0305989,48.13502364,99.02
43.22488896,-16.02736476,48.13502364,99.04
43.21717503,-16.01080901,48.13502364,99.03
43.22418965,-15.90518218,48.3935569,98.96
43.23310333,-15.92289629,48.3935569,99.05
43.23172754,-15.85958147,47.92745261,99.04
43.22484442,-15.8742621,47.92745261,99.04
43.2145407,-15.92227692,48.3935569,99.03
43.23032724,-15.82881628,47.92745261,99.01
43.25735279,-15.80926025,47.92745261,99.04
43.25930771,-15.77901014,48.34291901,99.05
43.27231293,-15.75035204,48.2791969,99.05
43.2657239,-15.84528284,47.9595391,99.05
43.27175127,-15.78539509,48.32366872,99.04
43.2695077,-15.78972485,47.92745261,99.03
43.23584595,-15.80752541,47.92745261,99.01
43.2398269,-15.87576816,48.3935569,99.02
43.21573964,-16.01600014,48.13502364,98.99
43.20317945,-16.0859638,48.58627173,98.96
43.17473117,-16.09786883,48.61170332,98.92
43.16223222,-16.03299471,47.64072661,98.91
43.16924242,-16.05288153,48.10959205,98.92
43.17384867,-16.00813703,48.13502364,98.91
43.18039116,-16.02494697,47.63578485,98.92
43.16330159,-16.05706432,48.10959205,98.9
43.15682329,-16.0525542,48.10959205,98.88
43.17308184,-16.05274881,48.10959205,98.89
43.14225292,-16.19515572,47.86520161,98.87
43.11948387,-16.25356108,48.34120428,98.84
43.1233216,-16.20140135,47.86520161,98.82
43.09812358,-16.20326964,48.86028732,98.81
43.12471601,-16.20130657,47.86520161,98.82
43.09766499,-16.22940987,48.34120428,98.8
43.10815152,-16.22924593,48.34118199,98.8
43.10787686,-16.27446513,48.05445393,98.79
43.07859421,-16.25656685,48.08657851,98.78
43.09372822,-16.24471322,48.34120428,98.77
43.09456184,-16.36916641,49.09553239,98.77
43.10326312,-16.33133124,48.05445393,98.75
43.06791688,-16.28980988,48.05445393,98.74
43.06328931,-16.39850968,48.08610207,98.73
43.07556767,-16.36971199,48.0209917,98.71
43.04854066,-16.39877884,48.08610207,98.7
43.03371185,-16.52327291,49.08336425,98.68
43.04405489,-15.85872883,48.10240175,98.64
42.98305363,-15.74582816,47.53664669,98.27
42.98146293,-15.82604541,47.98176419,98.32
42.94596565,-15.81827737,47.53664669,98.28
42.9197566,-15.84125363,47.59000948,98.23
42.91403467,-15.97533439,48.10986786,98.19
42.87783797,-15.91005787,47.63571638,98.14
42.87214713,-15.87257757,47.99822471,98.14
42.88792866,-15.89105432,47.63575245,98.15
42.86766758,-16.00467846,47.69998836,98.14
42.83968333,-15.9983734,48.10956511,98.15
42.87404405,-16.02756378,48.16569966,98.14
42.83327572,-16.08666031,47.86517467,98.08
42.8253382,-16.09252231,47.86520161,98.09
42.82184578,-16.04971418,47.85443426,98.08
42.81596274,-16.11850613,47.86517467,98.08
42.79886713,-16.17991232,48.31327305,98.06
42.82180345,-16.07234632,47.39146121,98.04
42.80247778,-16.18899719,48.31532185,98.04
42.79718411,-16.19657726,48.31529955,98.02
42.77641192,-16.18851983,48.31529955,98.01
42.77774518,-16.14300188,47.83305008,97.99
42.79471643,-16.13620792,47.83307703,98.01
42.76473972,-16.13652339,47.83305008,97.99
42.77724772,-16.08938719,47.86517467,97.99
42.80103884,-16.18656008,48.37418013,98
42.7689304,-16.25234689,47.60252518,97.97
42.75226631,-16.19046082,48.31532185,97.95
42.77796827,-16.13361402,47.83307703,97.96
42.76866235,-16.01366639,48.1657266,97.96
42.80039763,-16.03896812,47.85446665,97.98
42.78371398,-16.07326756,47.86520161,97.97
42.78500593,-16.05801166,48.64240628,97.96
42.78206898,-16.01479493,46.92677992,97.95
42.75105298,-16.13081953,47.83307703,97.94
42.75525026,-16.25781009,47.60252518,97.92
42.69342535,-16.26895358,47.60252518,97.87
42.71645359,-16.25063398,47.60252518,97.87
42.72646814,-16.21798292,48.12040471,97.87
42.76956356,-16.1559955,48.31532185,97.85
42.73499454,-16.27847884,47.60252518,97.86
42.66715342,-16.3853724,47.28302647,97.82
42.66217367,-16.34712861,47.81855245,97.78
42.65810961,-16.48385294,47.84543583,97.78
42.67514872,-16.42245561,48.33907,97.74
42.67761044,-16.44699538,48.40652056,97.76
42.67939997,-5.942607647,48.82964948,97.76
40.04508125,-5.933585933,49.27118585,98.14
40.03194259,-5.950096288,48.87038417,98.11
40.01358325,-5.978622723,48.87076284,98.08
39.99079888,-5.977966969,48.76886762,98.04
39.99829173,-5.97061379,48.7857073,98.02
40.00557665,-6.074317038,48.1586288,98.01
39.94904911,-5.948853531,48.95112686,97.95
40.00461728,-5.982552337,48.28397794,97.93
39.98026321,-5.960674623,48.44597576,97.97
40.0022822,-5.951779982,48.48708912,97.95
40.00427363,-6.018068043,48.65716783,97.95
39.98133507,-6.000040537,48.1586288,97.92
39.99164602,-5.970833932,48.36050925,97.92
40.01409183,-5.945001728,48.44597576,97.91
40.01556356,-5.951229482,48.7857073,97.93
39.99142954,-5.959092112,48.28397794,97.94
39.98541258,-5.948941103,48.48708912,97.92
40.00715725,-5.945734902,48.44597576,97.92
40.00135849,-5.950989812,48.44597576,97.9
40.00305353,-5.928034675,48.7857073,97.9
40.00555222,-5.919965794,48.7857073,97.88
40.01251831,-5.946171128,48.48708912,97.93
39.99857384,-5.956663147,48.44597576,97.89
39.99033817,-5.926647337,48.36867731,97.88
40.01541677,-5.932953842,48.36041084,97.87
40.01413248,-5.924261895,48.44597576,97.86
40.00074479,-5.940138025,48.44597576,97.87
39.9913627,-5.935787722,48.36041084,97.87
40.0072908,-5.953621981,48.44597576,97.85
39.97872922,-5.935001421,48.47265147,97.82
40.00464248,-5.905065554,48.66207483,97.85
40.01151233,-5.911990117,48.47265147,97.85
40.00564903,-5.908994773,48.66207483,97.78
40.00545253,-5.910315863,48.66207483,97.85
39.99754389,-5.978252923,48.12628974,97.84
39.99607001,-5.976766752,48.12628974,97.79
39.98585317,-5.943947762,48.12638815,97.78
40.00314822,-5.948834104,47.93937793,97.78
40.00283424,-5.929076497,47.93947634,97.74
40.0014191,-5.957835635,47.93937793,97.78
39.98073611,-5.918345125,48.12628974,97.76
40.02198111,-5.933069796,48.31929748,97.77
39.99532968,-5.953988352,47.89826457,97.77
39.99299049,-5.982471622,48.12628974,97.76
39.98357422,-5.943146608,48.12628974,97.74
39.99820998,-5.959544366,48.16013397,97.74
40.00112216,-5.919456152,48.68875055,97.74
39.99293859,-5.925378713,48.36041084,97.75
39.99851902,-5.933214161,48.36041084,97.74
39.99065033,-5.914348384,48.68875055,97.74
39.98983805,-5.938103257,47.93937793,97.73
39.9851295,-6.409734629,46.10469886,97.72
39.46648882,-6.396527999,46.26923629,96.01016
39.47013436,-6.411289842,46.14642007,95.9729
39.43518477,-6.45524077,46.2307705,95.95599
39.4287745,-6.376979493,46.67844711,95.93373
39.45873093,-6.288239422,46.7110839,95.95599
39.48301978,-6.295426889,46.469441,95.94079
